entityName,variationId,count,firstTimestamp,lastTimestamp
Badges,1,29307838,0,0
Comments,1,69344467,1217600697767,1543731693903
Comments,2,856236,1217824544397,1543664813877
Postlinks,1,5497178,1272243588130,1543732677970
Posts,1,3120,1217534888620,1536580288973
Posts,5,3751,1217545151177,1462871914470
Posts,6,65141,1217560195993,1543595877060
Posts,7,2445,1217560364193,1532777220760
Posts,8,60861,1217585782167,1532718470980
Posts,9,17588191,1217585957417,1543722712237
Posts,10,17608,1217586171593,1542883380277
Posts,11,7632526,1217586399773,1543722103553
Posts,12,8982,1217586657630,1543591295903
Posts,13,2073,1217588197920,1536872088040
Posts,15,32534,1217590679723,1542618853880
Posts,17,31107,1217591160097,1543636212100
Posts,18,22203,1217591793837,1533011465153
Posts,20,147264,1217594461110,1543455109970
Posts,21,2079,1217594484277,1463037205060
Posts,22,2014,1217596985190,1535792363523
Posts,23,262686,1217597243093,1543717655127
Posts,25,1348767,1217603698337,1543717275903
Posts,26,11746,1217605915407,1541763886687
Posts,27,729882,1217608574070,1543714968030
Posts,28,3184940,1217622882853,1543720672003
Posts,29,10411,1217656567933,1293574401217
Posts,30,9666,1217660307540,1541551741550
Posts,32,54949,1217662854693,1543696095520
Posts,34,2166,1217705951733,1535302841747
Posts,36,29198,1217768830073,1543575777783
Posts,37,41179,1217770457523,1543428010593
Posts,40,7856,1217803645143,1542813373980
Posts,43,1789,1217825480323,1538124116553
Posts,44,2097,1217851046097,1439927208743
Posts,45,902361,1217854030970,1543717645210
Posts,46,3213292,1217854961893,1543722603140
Posts,47,517310,1217858729333,1543721564483
Posts,49,32858,1217880070317,1543673417883
Posts,50,2472,1217884098603,1540541004653
Posts,52,3192,1217915138310,1543581794440
Posts,53,3210,1217927716953,1541610640870
Posts,54,2860638,1217937425033,1543719490280
Posts,57,5762,1218026649137,1543324653677
Posts,58,3007,1218030299433,1238959474713
Posts,59,2703,1218032055100,1541501918977
Posts,60,27452,1218036439883,1543588918703
Posts,61,111750,1218050097507,1543713880103
Posts,62,154061,1218061203607,1543694016333
Posts,63,11294,1218061503457,1542448120190
Posts,64,2935419,1218068878560,1543722730250
Posts,65,2655,1218068998180,1537175456913
Posts,70,10956,1218197145290,1464882131177
Posts,73,1810,1218354581077,1543385454273
Posts,75,39873,1218384668100,1543713912077
Posts,76,14204,1218451843787,1540313876847
Posts,77,3091,1218535261780,1446447280890
Posts,81,12801,1218547758067,1543399917247
Posts,83,1926,1218564373843,1536074097873
Posts,92,3857,1218718590123,1542963801043
Posts,96,11891,1218911504867,1543158488597
Posts,98,41917,1218977280350,1543277578130
Posts,101,5400,1219056773887,1543709091547
Posts,102,6994,1219061173973,1542342615550
Posts,106,16929,1219096690660,1543593404770
Posts,111,8449,1219164490800,1543487116020
Posts,119,22660,1219695370227,1543493476103
Posts,128,3921,1220902450057,1542860522967
Posts,129,35920,1220905155737,1543663766983
Posts,133,174979,1221231884630,1543719601970
Posts,134,130665,1221329720187,1543721628543
Posts,142,21347,1221483704293,1543717741837
Posts,177,18610,1221766468037,1543086058420
Posts,184,18197,1222259346673,1543343351553
Posts,266,94392,1279781159633,1543659565480
Tags,1,39588,0,0
Tags,2,14218,0,0
Users,1,392640,1217455200000,1543699650700
Users,2,818325,1217506951287,1543720435503
Users,3,1208854,1217545151147,1543720554827
Users,4,32160,1217585894520,1543710493537
Users,5,25761,1217590493880,1543697069723
Users,6,25707,1217596325870,1543348830257
Users,7,1008023,1217600913453,1543722325657
Users,8,353108,1217600915497,1543702926527
Users,9,49557,1217648436787,1542138116833
Users,10,49561,1217655286760,1543457570957
Users,11,12593,1217929469653,1543696128367
Users,12,653204,1217934501077,1543721507017
Users,13,4980242,1219156516637,1543722542637
Users,14,17348,1219367146303,1543682367863
Users,15,101184,1221197285250,1543722028350
Votes,1,145558775,1217455200000,1535839200000
Votes,2,10374258,1222984800000,1535839200000
Votes,3,184967,1233010800000,1535839200000
