entityName,variationId,count,timestamp
Comments,5,25,0
Comments,6,13,0
Comments,7,7,0
Comments,1,1011571,1422305107000
Comments,2,25,1423879299000
Comments,3,26684,1474069901000
Comments,4,1,1500039754000
Posts,3,3953,1422305034000
Posts,2,660,1424114868000
Posts,1,14543,1424230968000
Posts,5,375,1425567601000
Posts,4,64,1471617282000
Posts,6,5,1483759288000
Pages,1,82,0
