entityName,variationId,count,firstTimestamp,lastTimestamp
Harvard_courses,14,373,1343088000000,1378425600000
Harvard_courses,15,87,1343088000000,1376265600000
Harvard_courses,20,93,1343088000000,1378425600000
Harvard_courses,21,226,1343088000000,1371340800000
Harvard_courses,22,176,1343088000000,1378252800000
Harvard_courses,23,173,1343088000000,1378080000000
Harvard_courses,24,116,1343088000000,1370044800000
Harvard_courses,26,234,1343088000000,1378339200000
Harvard_courses,29,28,1343088000000,1346889600000
Harvard_courses,37,198,1343088000000,1378252800000
Harvard_courses,45,30,1343174400000,1377043200000
Harvard_courses,46,89,1343174400000,1378425600000
Harvard_courses,47,287,1343174400000,1377993600000
Harvard_courses,49,33,1343433600000,1377216000000
Harvard_courses,50,27,1343433600000,1368489600000
Harvard_courses,51,9,1343606400000,1346889600000
Harvard_courses,54,198,1344729600000,1378512000000
Harvard_courses,56,16,1344816000000,1376179200000
Harvard_courses,57,118,1344902400000,1378339200000
Harvard_courses,58,9,1345161600000,1355529600000
Harvard_courses,59,210,1345248000000,1378512000000
Harvard_courses,60,2,1345507200000,1346544000000
Harvard_courses,61,77,1346284800000,1378512000000
Harvard_courses,62,89,1346976000000,1372291200000
Harvard_courses,64,305,1348358400000,1378512000000
Harvard_courses,65,1,1348617600000,1348617600000
Harvard_courses,66,115,1349136000000,1378512000000
Harvard_courses,68,133,1349827200000,1378512000000
Harvard_courses,69,192,1350086400000,1378512000000
Harvard_courses,70,137,1354060800000,1378425600000
Harvard_courses,71,84,1354233600000,1360108800000
Harvard_courses,73,53,1355875200000,1377475200000
Harvard_courses,76,85,1355875200000,1378512000000
Harvard_courses,77,16,1355875200000,1376179200000
Harvard_courses,78,2,1355875200000,1358726400000
Harvard_courses,79,151,1355875200000,1360800000000
Harvard_courses,80,92,1355875200000,1376438400000
Harvard_courses,81,12,1355875200000,1359936000000
Harvard_courses,82,35,1355875200000,1378512000000
Harvard_courses,83,8,1355875200000,1359590400000
Harvard_courses,84,70,1355875200000,1378166400000
Harvard_courses,85,55,1355875200000,1364083200000
Harvard_courses,86,229,1355875200000,1378339200000
Harvard_courses,87,124,1355875200000,1378512000000
Harvard_courses,88,71,1355961600000,1377129600000
Harvard_courses,89,46,1355961600000,1374969600000
Harvard_courses,90,1,1355961600000,1355961600000
Harvard_courses,91,8,1355961600000,1360108800000
Harvard_courses,92,32,1355961600000,1378425600000
Harvard_courses,93,65,1355961600000,1378512000000
Harvard_courses,94,20,1355961600000,1359936000000
Harvard_courses,95,67,1355961600000,1361404800000
Harvard_courses,96,251,1355961600000,1378512000000
Harvard_courses,97,7,1356048000000,1359936000000
Harvard_courses,98,9,1356307200000,1377561600000
Harvard_courses,99,5,1356393600000,1360540800000
Harvard_courses,100,45,1356566400000,1371081600000
Harvard_courses,101,59,1356566400000,1378252800000
Harvard_courses,102,14,1356912000000,1377734400000
Harvard_courses,103,19,1357257600000,1359936000000
Harvard_courses,104,34,1357257600000,1378252800000
Harvard_courses,105,21,1358121600000,1378339200000
Harvard_courses,106,164,1358640000000,1376352000000
Harvard_courses,107,37,1358640000000,1360108800000
Harvard_courses,108,20,1358640000000,1360022400000
Harvard_courses,109,25,1358640000000,1360022400000
Harvard_courses,110,47,1358640000000,1374537600000
Harvard_courses,111,19,1358640000000,1377561600000
Harvard_courses,112,4,1358640000000,1360022400000
Harvard_courses,113,2,1358726400000,1359331200000
Harvard_courses,114,10,1358726400000,1360022400000
Harvard_courses,115,9,1358726400000,1359676800000
Harvard_courses,116,1,1358726400000,1358726400000
Harvard_courses,117,3,1358899200000,1360108800000
Harvard_courses,118,1,1358899200000,1358899200000
Harvard_courses,119,3,1358899200000,1360022400000
Harvard_courses,120,16,1358899200000,1371686400000
Harvard_courses,121,6,1358899200000,1371081600000
Harvard_courses,122,4,1358985600000,1359849600000
Harvard_courses,123,2,1359158400000,1359763200000
Harvard_courses,124,8,1359590400000,1363046400000
Harvard_courses,125,58,1359936000000,1378512000000
Harvard_courses,126,133,1360022400000,1378425600000
Harvard_courses,127,3,1360195200000,1360454400000
Harvard_courses,128,34,1360195200000,1378425600000
Harvard_courses,129,8,1360368000000,1378339200000
Harvard_courses,130,5,1360540800000,1377820800000
Harvard_courses,131,39,1361145600000,1378512000000
Harvard_courses,132,1,1374624000000,1374624000000
Harvard_courses,133,7,1375401600000,1378339200000
Harvard_courses,134,4,1376265600000,1378512000000
Harvard_courses,135,1,1377734400000,1377734400000
Harvard_courses,136,1,1377820800000,1377820800000
Harvard_courses,137,1,1377907200000,1377907200000
